date,merchant,description,amount,category,profile,bank,currency
2024-10-02,Mortgage Payment,TD card transaction at Mortgage Payment,-1964.91,Housing,Professional,TD,CAD
2024-10-04,Payroll Deposit,Payroll Deposit income deposit,6781.71,Income,Professional,TD,CAD
2024-10-04,Tim Hortons,Coffee payment - Tim Hortons,-14.02,Coffee,Professional,TD,CAD
2024-10-10,Hydro One,Hydro One purchase,-142.68,Utilities,Professional,TD,CAD
2024-10-11,Payroll Deposit,Direct deposit from Payroll Deposit,3847.92,Income,Professional,TD,CAD
2024-10-15,Spotify,Spotify purchase,-43.67,Subscriptions,Professional,TD,CAD
2024-10-16,Costco,Groceries payment - Costco,-222.32,Groceries,Professional,TD,CAD
2024-10-17,Starbucks,Starbucks debit transaction,-12.62,Coffee,Professional,TD,CAD
2024-10-18,The Keg,The Keg purchase,-66.15,Dining,Professional,TD,CAD
2024-10-18,Uber,TD card transaction at Uber,-128.06,Transportation,Professional,TD,CAD
2024-10-19,Client Transfer,Direct deposit from Client Transfer,6895.12,Income,Professional,TD,CAD
2024-10-20,RBC InvestEase,RBC InvestEase debit transaction,-1150.95,Savings/Investments,Professional,TD,CAD
2024-10-20,Starbucks,Starbucks debit transaction,-5.18,Coffee,Professional,TD,CAD
2024-10-20,Wealthsimple,Savings/Investments payment - Wealthsimple,-906.97,Savings/Investments,Professional,TD,CAD
2024-10-25,Sobeys,Groceries payment - Sobeys,-192.89,Groceries,Professional,TD,CAD
2024-10-26,Starbucks,Starbucks debit transaction,-7.85,Coffee,Professional,TD,CAD
2024-10-26,Starbucks,TD card transaction at Starbucks,-17.6,Coffee,Professional,TD,CAD
2024-10-31,Wealthsimple,Savings/Investments payment - Wealthsimple,-824.18,Savings/Investments,Professional,TD,CAD
2024-11-01,Client Transfer,Client Transfer income deposit,3957.32,Income,Professional,TD,CAD
2024-11-01,Costco,Costco purchase,-107.89,Groceries,Professional,TD,CAD
2024-11-02,Freshii,Freshii purchase,-120.13,Dining,Professional,TD,CAD
2024-11-02,Mortgage Payment,TD card transaction at Mortgage Payment,-2187.59,Housing,Professional,TD,CAD
2024-11-02,Petro Canada,Transportation payment - Petro Canada,-85.84,Transportation,Professional,TD,CAD
2024-11-02,Sobeys,Sobeys purchase,-197.11,Groceries,Professional,TD,CAD
2024-11-03,The Keg,The Keg debit transaction,-116.92,Dining,Professional,TD,CAD
2024-11-04,The Keg,The Keg purchase,-103.62,Dining,Professional,TD,CAD
2024-11-05,Petro Canada,Petro Canada debit transaction,-66.44,Transportation,Professional,TD,CAD
2024-11-07,Costco,Groceries payment - Costco,-87.27,Groceries,Professional,TD,CAD
2024-11-07,Sobeys,TD card transaction at Sobeys,-205.59,Groceries,Professional,TD,CAD
2024-11-08,Marriott,Marriott debit transaction,-829.84,Travel,Professional,TD,CAD
2024-11-09,Tim Hortons,Tim Hortons purchase,-16.54,Coffee,Professional,TD,CAD
2024-11-10,Marriott,Travel payment - Marriott,-216.83,Travel,Professional,TD,CAD
2024-11-11,Freshii,Dining payment - Freshii,-113.45,Dining,Professional,TD,CAD
2024-11-12,The Keg,The Keg purchase,-25.58,Dining,Professional,TD,CAD
2024-11-15,GO Transit,GO Transit debit transaction,-130.39,Transportation,Professional,TD,CAD
2024-11-15,Netflix,Netflix purchase,-53.03,Subscriptions,Professional,TD,CAD
2024-11-17,LinkedIn Premium,LinkedIn Premium debit transaction,-69.49,Subscriptions,Professional,TD,CAD
2024-11-17,Shell,Shell purchase,-61.63,Transportation,Professional,TD,CAD
2024-11-18,Uber Eats,Uber Eats debit transaction,-103.25,Dining,Professional,TD,CAD
2024-11-23,Costco,Costco purchase,-213.26,Groceries,Professional,TD,CAD
2024-11-23,Starbucks,Starbucks debit transaction,-11.69,Coffee,Professional,TD,CAD
2024-11-25,Costco,TD card transaction at Costco,-66.23,Groceries,Professional,TD,CAD
2024-11-25,Freshii,TD card transaction at Freshii,-55.03,Dining,Professional,TD,CAD
2024-11-30,Local Restaurant,Local Restaurant debit transaction,-75.86,Dining,Professional,TD,CAD
2024-12-01,Payroll Deposit,Payroll Deposit income deposit,6529.94,Income,Professional,TD,CAD
2024-12-02,Condo Rent,Condo Rent purchase,-2375.02,Housing,Professional,TD,CAD
2024-12-02,RBC InvestEase,TD card transaction at RBC InvestEase,-812.0,Savings/Investments,Professional,TD,CAD
2024-12-05,Mortgage Payment,Housing payment - Mortgage Payment,-2354.13,Housing,Professional,TD,CAD
2024-12-08,Loblaws,Loblaws debit transaction,-202.16,Groceries,Professional,TD,CAD
2024-12-10,Freshii,Freshii debit transaction,-129.49,Dining,Professional,TD,CAD
2024-12-10,Hydro One,Hydro One debit transaction,-139.09,Utilities,Professional,TD,CAD
2024-12-12,Starbucks,Starbucks debit transaction,-14.2,Coffee,Professional,TD,CAD
2024-12-13,Loblaws,Loblaws purchase,-90.98,Groceries,Professional,TD,CAD
2024-12-15,Adobe,Adobe purchase,-60.2,Subscriptions,Professional,TD,CAD
2024-12-20,Sobeys,Groceries payment - Sobeys,-147.61,Groceries,Professional,TD,CAD
2024-12-23,Enbridge Gas,Enbridge Gas purchase,-179.16,Utilities,Professional,TD,CAD
2024-12-24,Condo Rent,TD card transaction at Condo Rent,-1682.07,Housing,Professional,TD,CAD
2024-12-26,Sobeys,TD card transaction at Sobeys,-144.78,Groceries,Professional,TD,CAD
2024-12-28,Wealthsimple,Savings/Investments payment - Wealthsimple,-911.24,Savings/Investments,Professional,TD,CAD
2024-12-30,Condo Rent,Housing payment - Condo Rent,-2783.34,Housing,Professional,TD,CAD
2025-01-01,Freshii,TD card transaction at Freshii,-94.55,Dining,Professional,TD,CAD
2025-01-01,Hydro One,Utilities payment - Hydro One,-87.85,Utilities,Professional,TD,CAD
2025-01-01,Payroll Deposit,Payroll Deposit income deposit,6813.8,Income,Professional,TD,CAD
2025-01-02,Costco,Groceries payment - Costco,-212.88,Groceries,Professional,TD,CAD
2025-01-02,Mortgage Payment,Mortgage Payment purchase,-2280.54,Housing,Professional,TD,CAD
2025-01-03,The Keg,The Keg debit transaction,-64.49,Dining,Professional,TD,CAD
2025-01-08,Loblaws,Groceries payment - Loblaws,-146.06,Groceries,Professional,TD,CAD
2025-01-09,Mortgage Payment,Housing payment - Mortgage Payment,-2216.38,Housing,Professional,TD,CAD
2025-01-10,Bell Internet,TD card transaction at Bell Internet,-103.22,Utilities,Professional,TD,CAD
2025-01-12,Balzac's Coffee,TD card transaction at Balzac's Coffee,-14.78,Coffee,Professional,TD,CAD
2025-01-15,Adobe,TD card transaction at Adobe,-52.14,Subscriptions,Professional,TD,CAD
2025-01-19,Local Restaurant,Local Restaurant debit transaction,-122.01,Dining,Professional,TD,CAD
2025-01-20,Loblaws,Loblaws purchase,-62.39,Groceries,Professional,TD,CAD
2025-01-20,Payroll Deposit,Payroll Deposit income deposit,6912.17,Income,Professional,TD,CAD
2025-01-20,TFSA Transfer,TD card transaction at TFSA Transfer,-1038.44,Savings/Investments,Professional,TD,CAD
2025-01-22,Loblaws,Loblaws purchase,-133.45,Groceries,Professional,TD,CAD
2025-01-22,Starbucks,Starbucks debit transaction,-6.89,Coffee,Professional,TD,CAD
2025-01-22,Uber,Transportation payment - Uber,-166.05,Transportation,Professional,TD,CAD
2025-01-24,Condo Rent,TD card transaction at Condo Rent,-2319.79,Housing,Professional,TD,CAD
2025-01-26,Mortgage Payment,Housing payment - Mortgage Payment,-2062.89,Housing,Professional,TD,CAD
2025-01-28,GO Transit,TD card transaction at GO Transit,-138.14,Transportation,Professional,TD,CAD
2025-01-28,Sobeys,Sobeys purchase,-116.19,Groceries,Professional,TD,CAD
2025-01-30,Local Restaurant,Local Restaurant purchase,-115.52,Dining,Professional,TD,CAD
2025-01-31,GO Transit,GO Transit debit transaction,-32.05,Transportation,Professional,TD,CAD
2025-02-01,Payroll Deposit,Direct deposit from Payroll Deposit,4504.4,Income,Professional,TD,CAD
2025-02-02,Condo Rent,TD card transaction at Condo Rent,-1572.62,Housing,Professional,TD,CAD
2025-02-03,Client Transfer,Client Transfer income deposit,3561.59,Income,Professional,TD,CAD
2025-02-06,GO Transit,TD card transaction at GO Transit,-154.16,Transportation,Professional,TD,CAD
2025-02-07,Loblaws,Loblaws debit transaction,-50.11,Groceries,Professional,TD,CAD
2025-02-08,Sobeys,Groceries payment - Sobeys,-132.28,Groceries,Professional,TD,CAD
2025-02-10,Hydro One,TD card transaction at Hydro One,-209.89,Utilities,Professional,TD,CAD
2025-02-12,Uber,Uber purchase,-94.89,Transportation,Professional,TD,CAD
2025-02-13,Condo Rent,TD card transaction at Condo Rent,-2345.11,Housing,Professional,TD,CAD
2025-02-15,Costco,TD card transaction at Costco,-119.19,Groceries,Professional,TD,CAD
2025-02-15,Spotify,Subscriptions payment - Spotify,-39.94,Subscriptions,Professional,TD,CAD
2025-02-16,The Keg,The Keg purchase,-130.25,Dining,Professional,TD,CAD
2025-02-18,Wealthsimple,Savings/Investments payment - Wealthsimple,-1088.87,Savings/Investments,Professional,TD,CAD
2025-02-19,Petro Canada,Petro Canada purchase,-16.84,Transportation,Professional,TD,CAD
2025-02-19,Sobeys,Sobeys debit transaction,-114.76,Groceries,Professional,TD,CAD
2025-02-20,Wealthsimple,TD card transaction at Wealthsimple,-1017.79,Savings/Investments,Professional,TD,CAD
2025-02-21,Balzac's Coffee,Coffee payment - Balzac's Coffee,-11.92,Coffee,Professional,TD,CAD
2025-02-22,Freshii,Freshii purchase,-74.6,Dining,Professional,TD,CAD
2025-02-23,Sobeys,Groceries payment - Sobeys,-62.87,Groceries,Professional,TD,CAD
2025-02-23,Uber,Uber debit transaction,-15.92,Transportation,Professional,TD,CAD
2025-02-25,Uber,TD card transaction at Uber,-146.69,Transportation,Professional,TD,CAD
2025-02-26,Loblaws,Groceries payment - Loblaws,-66.94,Groceries,Professional,TD,CAD
2025-02-27,TFSA Transfer,TD card transaction at TFSA Transfer,-752.88,Savings/Investments,Professional,TD,CAD
2025-02-27,The Keg,The Keg debit transaction,-63.46,Dining,Professional,TD,CAD
2025-02-28,The Keg,Dining payment - The Keg,-89.82,Dining,Professional,TD,CAD
2025-03-01,Payroll Deposit,Direct deposit from Payroll Deposit,6344.22,Income,Professional,TD,CAD
2025-03-02,Condo Rent,Housing payment - Condo Rent,-2016.92,Housing,Professional,TD,CAD
2025-03-02,Mortgage Payment,TD card transaction at Mortgage Payment,-2788.71,Housing,Professional,TD,CAD
2025-03-05,Starbucks,TD card transaction at Starbucks,-6.9,Coffee,Professional,TD,CAD
2025-03-06,Loblaws,TD card transaction at Loblaws,-158.1,Groceries,Professional,TD,CAD
2025-03-06,Local Restaurant,TD card transaction at Local Restaurant,-73.25,Dining,Professional,TD,CAD
2025-03-07,GO Transit,Transportation payment - GO Transit,-57.29,Transportation,Professional,TD,CAD
2025-03-09,Sobeys,Sobeys purchase,-178.47,Groceries,Professional,TD,CAD
2025-03-10,Bell Internet,Utilities payment - Bell Internet,-161.38,Utilities,Professional,TD,CAD
2025-03-10,LinkedIn Premium,LinkedIn Premium purchase,-67.51,Subscriptions,Professional,TD,CAD
2025-03-11,The Keg,TD card transaction at The Keg,-32.52,Dining,Professional,TD,CAD
2025-03-12,Marriott,TD card transaction at Marriott,-602.57,Travel,Professional,TD,CAD
2025-03-13,The Keg,The Keg debit transaction,-141.3,Dining,Professional,TD,CAD
2025-03-18,Sobeys,Sobeys purchase,-111.34,Groceries,Professional,TD,CAD
2025-03-20,Marriott,Travel payment - Marriott,-724.46,Travel,Professional,TD,CAD
2025-03-20,Wealthsimple,TD card transaction at Wealthsimple,-943.79,Savings/Investments,Professional,TD,CAD
2025-03-22,GO Transit,GO Transit purchase,-111.67,Transportation,Professional,TD,CAD
2025-03-25,Balzac's Coffee,Coffee payment - Balzac's Coffee,-9.38,Coffee,Professional,TD,CAD
2025-03-25,Condo Rent,Condo Rent purchase,-2131.81,Housing,Professional,TD,CAD
2025-03-27,Expedia,Expedia debit transaction,-891.91,Travel,Professional,TD,CAD
2025-03-27,Loblaws,Loblaws debit transaction,-213.93,Groceries,Professional,TD,CAD
2025-03-30,Bell Internet,Utilities payment - Bell Internet,-183.45,Utilities,Professional,TD,CAD
2025-04-01,Client Transfer,Direct deposit from Client Transfer,3234.97,Income,Professional,TD,CAD
2025-04-02,Condo Rent,TD card transaction at Condo Rent,-2833.82,Housing,Professional,TD,CAD
2025-04-02,Hydro One,TD card transaction at Hydro One,-120.85,Utilities,Professional,TD,CAD
2025-04-07,Mortgage Payment,Mortgage Payment purchase,-2095.21,Housing,Professional,TD,CAD
2025-04-07,Tim Hortons,Coffee payment - Tim Hortons,-8.92,Coffee,Professional,TD,CAD
2025-04-08,Uber Eats,Dining payment - Uber Eats,-81.52,Dining,Professional,TD,CAD
2025-04-10,Bell Internet,Bell Internet purchase,-113.11,Utilities,Professional,TD,CAD
2025-04-11,Uber Eats,TD card transaction at Uber Eats,-46.73,Dining,Professional,TD,CAD
2025-04-15,Netflix,Subscriptions payment - Netflix,-46.5,Subscriptions,Professional,TD,CAD
2025-04-16,Balzac's Coffee,Balzac's Coffee debit transaction,-4.75,Coffee,Professional,TD,CAD
2025-04-16,Sobeys,Groceries payment - Sobeys,-219.42,Groceries,Professional,TD,CAD
2025-04-20,Wealthsimple,Savings/Investments payment - Wealthsimple,-157.06,Savings/Investments,Professional,TD,CAD
2025-04-22,Client Transfer,Direct deposit from Client Transfer,5992.03,Income,Professional,TD,CAD
2025-04-23,Adobe,Subscriptions payment - Adobe,-67.79,Subscriptions,Professional,TD,CAD
2025-04-24,The Keg,The Keg debit transaction,-69.99,Dining,Professional,TD,CAD
2025-04-25,GO Transit,TD card transaction at GO Transit,-40.02,Transportation,Professional,TD,CAD
2025-04-26,Tim Hortons,Tim Hortons purchase,-5.38,Coffee,Professional,TD,CAD
2025-04-27,Balzac's Coffee,TD card transaction at Balzac's Coffee,-13.31,Coffee,Professional,TD,CAD
2025-04-27,The Keg,Dining payment - The Keg,-85.57,Dining,Professional,TD,CAD
2025-04-29,Costco,Costco purchase,-225.63,Groceries,Professional,TD,CAD
2025-05-01,Client Transfer,Client Transfer income deposit,3948.83,Income,Professional,TD,CAD
2025-05-02,Condo Rent,Condo Rent purchase,-2637.39,Housing,Professional,TD,CAD
2025-05-02,Netflix,TD card transaction at Netflix,-24.91,Subscriptions,Professional,TD,CAD
2025-05-10,Enbridge Gas,Enbridge Gas purchase,-82.91,Utilities,Professional,TD,CAD
2025-05-14,Loblaws,Loblaws purchase,-198.52,Groceries,Professional,TD,CAD
2025-05-15,Netflix,Netflix debit transaction,-62.11,Subscriptions,Professional,TD,CAD
2025-05-16,Enbridge Gas,Enbridge Gas debit transaction,-108.75,Utilities,Professional,TD,CAD
2025-05-18,Air Canada,Travel payment - Air Canada,-695.32,Travel,Professional,TD,CAD
2025-05-18,Loblaws,Groceries payment - Loblaws,-99.51,Groceries,Professional,TD,CAD
2025-05-18,Local Restaurant,Local Restaurant debit transaction,-18.05,Dining,Professional,TD,CAD
2025-05-18,Payroll Deposit,Direct deposit from Payroll Deposit,5126.42,Income,Professional,TD,CAD
2025-05-20,Balzac's Coffee,Balzac's Coffee purchase,-12.75,Coffee,Professional,TD,CAD
2025-05-20,GO Transit,Transportation payment - GO Transit,-26.46,Transportation,Professional,TD,CAD
2025-05-20,Starbucks,Starbucks purchase,-16.93,Coffee,Professional,TD,CAD
2025-05-20,Wealthsimple,Wealthsimple debit transaction,-226.39,Savings/Investments,Professional,TD,CAD
2025-05-24,Freshii,TD card transaction at Freshii,-94.87,Dining,Professional,TD,CAD
2025-05-24,Freshii,Dining payment - Freshii,-154.96,Dining,Professional,TD,CAD
2025-05-26,Costco,Groceries payment - Costco,-126.14,Groceries,Professional,TD,CAD
2025-05-26,Freshii,TD card transaction at Freshii,-43.24,Dining,Professional,TD,CAD
2025-05-26,Freshii,Dining payment - Freshii,-142.38,Dining,Professional,TD,CAD
2025-05-27,Tim Hortons,Coffee payment - Tim Hortons,-18.23,Coffee,Professional,TD,CAD
2025-05-28,Loblaws,Groceries payment - Loblaws,-199.5,Groceries,Professional,TD,CAD
2025-06-01,Payroll Deposit,Payroll Deposit income deposit,7195.03,Income,Professional,TD,CAD
2025-06-02,Condo Rent,Housing payment - Condo Rent,-2128.61,Housing,Professional,TD,CAD
2025-06-03,Spotify,Spotify purchase,-62.84,Subscriptions,Professional,TD,CAD
2025-06-07,Air Canada,Air Canada debit transaction,-1068.96,Travel,Professional,TD,CAD
2025-06-10,Enbridge Gas,TD card transaction at Enbridge Gas,-186.84,Utilities,Professional,TD,CAD
2025-06-10,Tim Hortons,TD card transaction at Tim Hortons,-17.62,Coffee,Professional,TD,CAD
2025-06-11,Loblaws,Groceries payment - Loblaws,-51.59,Groceries,Professional,TD,CAD
2025-06-12,Marriott,Marriott purchase,-529.3,Travel,Professional,TD,CAD
2025-06-12,Uber,Uber debit transaction,-157.24,Transportation,Professional,TD,CAD
2025-06-14,Client Transfer,Client Transfer income deposit,5454.13,Income,Professional,TD,CAD
2025-06-15,Netflix,Netflix debit transaction,-62.35,Subscriptions,Professional,TD,CAD
2025-06-20,Balzac's Coffee,Coffee payment - Balzac's Coffee,-10.17,Coffee,Professional,TD,CAD
2025-06-20,TFSA Transfer,TFSA Transfer purchase,-923.9,Savings/Investments,Professional,TD,CAD
2025-06-23,Balzac's Coffee,Coffee payment - Balzac's Coffee,-6.31,Coffee,Professional,TD,CAD
2025-06-24,Balzac's Coffee,Balzac's Coffee debit transaction,-14.91,Coffee,Professional,TD,CAD
2025-06-24,Condo Rent,Housing payment - Condo Rent,-1995.66,Housing,Professional,TD,CAD
2025-06-26,GO Transit,Transportation payment - GO Transit,-53.42,Transportation,Professional,TD,CAD
2025-06-26,Marriott,Marriott purchase,-239.5,Travel,Professional,TD,CAD
2025-07-01,Client Transfer,Direct deposit from Client Transfer,3471.33,Income,Professional,TD,CAD
2025-07-01,Tim Hortons,Tim Hortons debit transaction,-16.27,Coffee,Professional,TD,CAD
2025-07-02,Mortgage Payment,Housing payment - Mortgage Payment,-1689.93,Housing,Professional,TD,CAD
2025-07-02,Petro Canada,Petro Canada debit transaction,-125.49,Transportation,Professional,TD,CAD
2025-07-06,Tim Hortons,Tim Hortons debit transaction,-15.79,Coffee,Professional,TD,CAD
2025-07-08,Costco,Groceries payment - Costco,-96.17,Groceries,Professional,TD,CAD
2025-07-10,Bell Internet,Bell Internet purchase,-121.71,Utilities,Professional,TD,CAD
2025-07-11,Air Canada,Air Canada purchase,-1062.89,Travel,Professional,TD,CAD
2025-07-11,Wealthsimple,Wealthsimple purchase,-1105.51,Savings/Investments,Professional,TD,CAD
2025-07-14,Mortgage Payment,Mortgage Payment purchase,-1934.84,Housing,Professional,TD,CAD
2025-07-15,Spotify,Spotify debit transaction,-72.18,Subscriptions,Professional,TD,CAD
2025-07-15,Tim Hortons,TD card transaction at Tim Hortons,-8.17,Coffee,Professional,TD,CAD
2025-07-15,Uber Eats,Uber Eats purchase,-53.0,Dining,Professional,TD,CAD
2025-07-17,Tim Hortons,Tim Hortons purchase,-14.64,Coffee,Professional,TD,CAD
2025-07-21,GO Transit,Transportation payment - GO Transit,-39.74,Transportation,Professional,TD,CAD
2025-07-22,Petro Canada,Petro Canada debit transaction,-43.33,Transportation,Professional,TD,CAD
2025-07-23,Hydro One,Hydro One debit transaction,-75.5,Utilities,Professional,TD,CAD
2025-07-26,Mortgage Payment,Housing payment - Mortgage Payment,-2394.43,Housing,Professional,TD,CAD
2025-07-26,Starbucks,Starbucks debit transaction,-18.4,Coffee,Professional,TD,CAD
2025-07-28,Condo Rent,Condo Rent debit transaction,-1536.83,Housing,Professional,TD,CAD
2025-07-29,Petro Canada,Petro Canada debit transaction,-127.27,Transportation,Professional,TD,CAD
2025-08-01,Balzac's Coffee,Balzac's Coffee purchase,-4.92,Coffee,Professional,TD,CAD
2025-08-01,Payroll Deposit,Payroll Deposit income deposit,7255.17,Income,Professional,TD,CAD
2025-08-01,Petro Canada,Petro Canada debit transaction,-102.22,Transportation,Professional,TD,CAD
2025-08-01,Shell,Shell debit transaction,-31.04,Transportation,Professional,TD,CAD
2025-08-01,Starbucks,Starbucks debit transaction,-12.97,Coffee,Professional,TD,CAD
2025-08-02,Condo Rent,Condo Rent debit transaction,-2631.54,Housing,Professional,TD,CAD
2025-08-03,Petro Canada,Petro Canada debit transaction,-20.76,Transportation,Professional,TD,CAD
2025-08-05,Mortgage Payment,Housing payment - Mortgage Payment,-2342.72,Housing,Professional,TD,CAD
2025-08-06,GO Transit,Transportation payment - GO Transit,-107.37,Transportation,Professional,TD,CAD
2025-08-10,Hydro One,TD card transaction at Hydro One,-108.51,Utilities,Professional,TD,CAD
2025-08-11,Starbucks,TD card transaction at Starbucks,-15.24,Coffee,Professional,TD,CAD
2025-08-13,Marriott,Marriott purchase,-711.82,Travel,Professional,TD,CAD
2025-08-16,Uber Eats,Dining payment - Uber Eats,-122.67,Dining,Professional,TD,CAD
2025-08-18,Freshii,TD card transaction at Freshii,-55.88,Dining,Professional,TD,CAD
2025-08-18,Starbucks,Starbucks debit transaction,-7.78,Coffee,Professional,TD,CAD
2025-08-19,Air Canada,Air Canada debit transaction,-261.12,Travel,Professional,TD,CAD
2025-08-19,Client Transfer,Client Transfer income deposit,4341.91,Income,Professional,TD,CAD
2025-08-19,Sobeys,Groceries payment - Sobeys,-178.61,Groceries,Professional,TD,CAD
2025-08-22,Uber,Transportation payment - Uber,-132.04,Transportation,Professional,TD,CAD
2025-08-23,LinkedIn Premium,Subscriptions payment - LinkedIn Premium,-30.19,Subscriptions,Professional,TD,CAD
2025-08-24,Wealthsimple,Savings/Investments payment - Wealthsimple,-757.53,Savings/Investments,Professional,TD,CAD
2025-08-26,Air Canada,Air Canada purchase,-265.49,Travel,Professional,TD,CAD
2025-08-26,Costco,Costco purchase,-58.06,Groceries,Professional,TD,CAD
2025-08-27,Client Transfer,Direct deposit from Client Transfer,3645.73,Income,Professional,TD,CAD
2025-08-28,Balzac's Coffee,Balzac's Coffee purchase,-14.25,Coffee,Professional,TD,CAD
2025-08-29,GO Transit,GO Transit debit transaction,-39.97,Transportation,Professional,TD,CAD
2025-08-30,Adobe,Adobe purchase,-45.04,Subscriptions,Professional,TD,CAD
2025-08-31,Sobeys,Sobeys purchase,-187.54,Groceries,Professional,TD,CAD
2025-09-01,Payroll Deposit,Payroll Deposit income deposit,6700.59,Income,Professional,TD,CAD
2025-09-01,The Keg,TD card transaction at The Keg,-156.87,Dining,Professional,TD,CAD
2025-09-02,Mortgage Payment,Mortgage Payment purchase,-2640.54,Housing,Professional,TD,CAD
2025-09-06,Loblaws,Loblaws debit transaction,-169.3,Groceries,Professional,TD,CAD
2025-09-09,Mortgage Payment,Housing payment - Mortgage Payment,-1920.33,Housing,Professional,TD,CAD
2025-09-10,Bell Internet,TD card transaction at Bell Internet,-77.44,Utilities,Professional,TD,CAD
2025-09-15,Adobe,Adobe purchase,-16.01,Subscriptions,Professional,TD,CAD
2025-09-15,Netflix,Netflix debit transaction,-16.87,Subscriptions,Professional,TD,CAD
2025-09-17,Costco,Groceries payment - Costco,-113.12,Groceries,Professional,TD,CAD
2025-09-20,Expedia,Travel payment - Expedia,-1092.9,Travel,Professional,TD,CAD
2025-09-20,RBC InvestEase,RBC InvestEase debit transaction,-209.52,Savings/Investments,Professional,TD,CAD
2025-09-21,Uber,Uber debit transaction,-135.12,Transportation,Professional,TD,CAD
2025-09-23,Sobeys,TD card transaction at Sobeys,-175.13,Groceries,Professional,TD,CAD
2025-09-24,Bell Internet,Bell Internet debit transaction,-172.07,Utilities,Professional,TD,CAD
2025-09-26,Condo Rent,Condo Rent purchase,-1829.3,Housing,Professional,TD,CAD
2025-09-28,Uber,Uber purchase,-15.61,Transportation,Professional,TD,CAD
2025-09-29,Adobe,Adobe purchase,-47.13,Subscriptions,Professional,TD,CAD
2025-09-29,Sobeys,Groceries payment - Sobeys,-176.5,Groceries,Professional,TD,CAD
2025-09-30,Loblaws,Loblaws purchase,-200.74,Groceries,Professional,TD,CAD
2025-10-01,Bell Internet,Bell Internet purchase,-218.0,Utilities,Professional,TD,CAD
2025-10-01,Client Transfer,Client Transfer income deposit,3580.18,Income,Professional,TD,CAD
2025-10-02,Mortgage Payment,Mortgage Payment debit transaction,-1777.13,Housing,Professional,TD,CAD
2025-10-02,Wealthsimple,Savings/Investments payment - Wealthsimple,-294.33,Savings/Investments,Professional,TD,CAD
2025-10-04,Starbucks,Starbucks purchase,-5.85,Coffee,Professional,TD,CAD
2025-10-05,GO Transit,TD card transaction at GO Transit,-39.83,Transportation,Professional,TD,CAD
2025-10-07,Sobeys,Sobeys debit transaction,-68.03,Groceries,Professional,TD,CAD
2025-10-10,Bell Internet,Bell Internet debit transaction,-62.59,Utilities,Professional,TD,CAD
2025-10-10,GO Transit,GO Transit purchase,-136.79,Transportation,Professional,TD,CAD
2025-10-10,RBC InvestEase,RBC InvestEase purchase,-493.69,Savings/Investments,Professional,TD,CAD
2025-10-11,Petro Canada,Petro Canada debit transaction,-96.71,Transportation,Professional,TD,CAD
2025-10-13,Shell,Transportation payment - Shell,-98.39,Transportation,Professional,TD,CAD
2025-10-13,Tim Hortons,Tim Hortons purchase,-6.07,Coffee,Professional,TD,CAD
2025-10-15,Spotify,TD card transaction at Spotify,-65.89,Subscriptions,Professional,TD,CAD
2025-10-15,Uber,TD card transaction at Uber,-134.71,Transportation,Professional,TD,CAD
2025-10-15,Uber Eats,Uber Eats debit transaction,-120.67,Dining,Professional,TD,CAD
2025-10-16,Client Transfer,Client Transfer income deposit,3771.89,Income,Professional,TD,CAD
2025-10-18,Payroll Deposit,Payroll Deposit income deposit,4152.85,Income,Professional,TD,CAD
2025-10-18,Petro Canada,TD card transaction at Petro Canada,-28.12,Transportation,Professional,TD,CAD
2025-10-20,RBC InvestEase,RBC InvestEase debit transaction,-307.63,Savings/Investments,Professional,TD,CAD
2025-10-20,Sobeys,Sobeys purchase,-73.31,Groceries,Professional,TD,CAD
2025-10-20,TFSA Transfer,TD card transaction at TFSA Transfer,-762.01,Savings/Investments,Professional,TD,CAD
2025-10-21,Sobeys,Sobeys debit transaction,-187.69,Groceries,Professional,TD,CAD
2025-10-22,Mortgage Payment,Mortgage Payment debit transaction,-2478.43,Housing,Professional,TD,CAD
2025-10-30,Costco,Groceries payment - Costco,-124.97,Groceries,Professional,TD,CAD
2025-11-01,Air Canada,TD card transaction at Air Canada,-1100.62,Travel,Professional,TD,CAD
2025-11-01,Payroll Deposit,Payroll Deposit income deposit,7775.01,Income,Professional,TD,CAD
2025-11-01,Starbucks,Starbucks debit transaction,-19.84,Coffee,Professional,TD,CAD
2025-11-02,Mortgage Payment,Mortgage Payment debit transaction,-2171.03,Housing,Professional,TD,CAD
2025-11-03,Enbridge Gas,Enbridge Gas debit transaction,-227.63,Utilities,Professional,TD,CAD
2025-11-08,Sobeys,Groceries payment - Sobeys,-68.14,Groceries,Professional,TD,CAD
2025-11-09,Starbucks,Starbucks purchase,-18.21,Coffee,Professional,TD,CAD
2025-11-10,Enbridge Gas,Enbridge Gas purchase,-89.1,Utilities,Professional,TD,CAD
2025-11-10,Tim Hortons,Tim Hortons debit transaction,-7.39,Coffee,Professional,TD,CAD
2025-11-14,GO Transit,Transportation payment - GO Transit,-148.19,Transportation,Professional,TD,CAD
2025-11-14,GO Transit,GO Transit debit transaction,-32.54,Transportation,Professional,TD,CAD
2025-11-15,Netflix,Netflix debit transaction,-55.58,Subscriptions,Professional,TD,CAD
2025-11-17,Shell,Shell purchase,-66.1,Transportation,Professional,TD,CAD
2025-11-18,Tim Hortons,TD card transaction at Tim Hortons,-12.63,Coffee,Professional,TD,CAD
